description,Price,Rating,reviewCount,url
"GeIL Orion DDR4 RAM, 16GB (8GBx2) 3600MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$94.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A09292892BH5RXOCCI5Q8&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08FJ87B1Q%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129177%26sr%3D8-54-spons%26psc%3D1&qualifier=1625129177&id=3482510968130035&widgetName=sp_btf
LEVEN SINBA 8GB KIT (4GBx2) DDR4 3000MHz PC4-24000 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3000172408R-4Mx2),$40.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06362111WYTA9HE0X15G&url=%2FLEVEN-DDR4-3000MHz-PC4-24000-Overclocking-JROC4U3000172408R-4Mx2%2Fdp%2FB08FCCHXZN%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-49-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_atf_next
LEVEN DDR4 8GB KIT (4GB×2) 2666MHz PC4-21300 CL19 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade- Lares(JR4UL2666172408-4Mx2),$40.99,4.4 out of 5 stars,464,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06366473HU9SX5F12STX&url=%2FLEVEN-PC4-21300-Unbuffered-Computer-JR4UL2666172408-4Mx2%2Fdp%2FB08M5L9WFN%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-50-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_atf_next
CompTIA A+ 2019 Certification 1001: The Total Course,$1.99,,,https://www.amazon.com/RAM/dp/B08SM3S6SN/ref=sr_1_51?dchild=1&keywords=RAM&qid=1625129180&sr=8-51
TEAMGROUP Elite DDR4 32GB Kit (2 x 16GB) 3200MHz (PC4-25600) CL22 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - TED432G3200C22DC01,$147.99,4.7 out of 5 stars,113,https://www.amazon.com/TEAMGROUP-3200MHz-PC4-25600-Unbuffered-Computer/dp/B086X2KM1V/ref=sr_1_52?dchild=1&keywords=RAM&qid=1625129180&sr=8-52
CORSAIR Vengeance RGB PRO SL 32GB (4x8GB) DDR4 3600 (PC4-28800) C18 1.35V - White,$243.99,,,https://www.amazon.com/CORSAIR-Vengeance-4x8GB-PC4-28800-1-35V/dp/B0943YS27Z/ref=sr_1_53?dchild=1&keywords=RAM&qid=1625129180&sr=8-53
16GB DDR4 3200MHz PC4-25600 1.2V 2Rx8 260-Pin SODIMM Laptop RAM Memory Module M471A2K43DB1-CWE,$91.99,4.8 out of 5 stars,99,https://www.amazon.com/3200MHz-PC4-25600-260-Pin-SODIMM-M471A2K43DB1-CWE/dp/B08DL8FKS8/ref=sr_1_54?dchild=1&keywords=RAM&qid=1625129180&sr=8-54
Crucial Ballistix 3200 MHz DDR4 DRAM Laptop Gaming Memory Kit 16GB (8GBx2) CL16 BL2K8G32C16S4B,$87.95,4.6 out of 5 stars,"1,983",https://www.amazon.com/Crucial-Ballistix-Laptop-Gaming-BL2K8G32C16S4B/dp/B083VWCZLQ/ref=sr_1_55?dchild=1&keywords=RAM&qid=1625129180&sr=8-55
Corsair Vengeance LPX 8GB (1 X 8GB) DDR4 3000 (PC4-24000) C16 Desktop memory - black PC memory CMK8GX4M1D3000C16,$49.99,4.8 out of 5 stars,"35,455",https://www.amazon.com/Corsair-Vengeance-PC4-24000-Desktop-Memory/dp/B07B4FRMGV/ref=sr_1_56?dchild=1&keywords=RAM&qid=1625129180&sr=8-56
The Ram (The Black Land Series Book 5),$7.99,4.9 out of 5 stars,by ,https://www.amazon.com/Ram-Black-Land-Book-ebook/dp/B073HJWG2Q/ref=sr_1_57?dchild=1&keywords=RAM&qid=1625129180&sr=8-57
G.SKILL 32GB (2 x 16G) Ripjaws Series DDR4 PC4-19200 2400MHz 260-Pin Laptop Memory Model F4-2400C16D-32GRS,$154.99,4.8 out of 5 stars,456,https://www.amazon.com/G-SKILL-Ripjaws-PC4-19200-2400MHz-F4-2400C16D-32GRS/dp/B017UC3UPW/ref=sr_1_58?dchild=1&keywords=RAM&qid=1625129180&sr=8-58
TEAMGROUP T-Force Vulcan Z DDR4 16GB Kit (2x8GB) 3600MHz (PC4-28800) CL18 Desktop Memory Module Ram TLZRD416G3600HC18JDC01 - Red,$83.99,4.8 out of 5 stars,"6,317",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0995704V0NV0MDTOM5F&url=%2FTEAMGROUP-T-Force-3600MHz-PC4-28800-TLZRD416G3600HC18JDC01%2Fdp%2FB08MF2VP1X%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-59-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_mtf
VUCATIMES Laptop Computer 14-inch Windows-10 - IPS Full HD Display Intel Dual-Core 6GB RAM 128GB SSD AC WiFi Numeric Keypad Mini HDMI Cobalt Blue (2 Core),$289.00,3.8 out of 5 stars,218,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00380692F8YLCN95FQXF&url=%2FVUCATIMES-Laptop-Computer-14-inch-Windows-10%2Fdp%2FB08QVK9DT6%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-60-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_mtf
Genuine Sam Original 32GB DDR4 3200MHz PC4-25600 SODIMM 2Rx8 CL22 1.2v 260-PIN Notebook DRAM RAM M471A4G43AB1-CWE Adamanta,$180.00,5.0 out of 5 stars,34,https://www.amazon.com/Genuine-Original-PC4-25600-Notebook-M471A4G43AB1-CWE/dp/B08KLFJ36Y/ref=sr_1_61?dchild=1&keywords=RAM&qid=1625129180&sr=8-61
Yongxinsheng DDR3 (8GBx2) 16GB Kit 1866MHz Desktop Memory (PC3-14900) CL11 240Pin 1.5V Non-ECC Unbuffered UDIMM RAM Upgrade Stick,$61.95,4.5 out of 5 stars,596,https://www.amazon.com/Yongxinsheng-240-pin-1866Mhz-Memory-Desktop/dp/B081T68XYL/ref=sr_1_62?dchild=1&keywords=RAM&qid=1625129180&sr=8-62
HyperX Fury 128GB 2400MHz DDR4 Ram CL15 DIMM (Kit of 4) Black Desktop Memory with low-profile heat spreader,$753.73,4.6 out of 5 stars,16,https://www.amazon.com/HyperX-2400MHz-Desktop-low-profile-spreader/dp/B083PYLMYH/ref=sr_1_64?dchild=1&keywords=RAM&qid=1625129180&sr=8-64
Astra Gear 8GB(8GBx1) 2666MHz(PC4-21300) DDR4 Gaming Laptop Notebook Computer Memory Upgrade Ram Module Non ECC-SO-DIMM 260 Pin(AHN19S8G26S),$37.88,4.6 out of 5 stars,44,https://www.amazon.com/PC4-21300-Notebook-Computer-ECC-SO-DIMM-AHN19S8G26S/dp/B08YD6LQ7D/ref=sr_1_65?dchild=1&keywords=RAM&qid=1625129180&sr=8-65
TEAMGROUP T-Create Classic 10L DDR4 16GB Kit (2 x 8GB) 3200MHz (PC4 25600) CL22 Desktop Memory Module Ram - TTCCD416G3200HC22DC01,$79.99,4.7 out of 5 stars,170,https://www.amazon.com/TEAMGROUP-T-Create-Classic-3200MHz-Desktop/dp/B08HLYYP4G/ref=sr_1_68?dchild=1&keywords=RAM&qid=1625129180&sr=8-68
LEVEN RGB 16GB KIT (8GBx2) DDR4-3200MHz PC4-25600 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JRG4U3200172408R-8Mx2),$82.99,5.0 out of 5 stars,5,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A09317745KRHUO4G2LZW&url=%2FLEVEN-DDR4-3200MHz-PC4-25600-Overclocking-JRG4U3200172408R-8Mx2%2Fdp%2FB08XLXNK29%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-69-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_btf
Gigastone DDR4 16GB (8GBx2) 2666MHz PC4-21300 CL19 1.2V UDIMM 288 Pin Unbuffered Non ECC for PC Computer Desktop Memory Module Ram Upgrade Kit,$79.99,4.3 out of 5 stars,45,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A085915439KDHPAOLN7BO&url=%2FGigastone-2666MHz-PC4-21300-Unbuffered-Computer%2Fdp%2FB08KGGPTYH%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129180%26sr%3D8-70-spons%26psc%3D1&qualifier=1625129180&id=8116102311223085&widgetName=sp_btf
"GeIL Orion RGB DDR4 RAM, 16GB (8GBx2) 3200MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$109.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A09287093E6T21NOQ0LXO&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08T913KPY%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-65-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_atf_next
"Panda Kids Tablet, 2GB RAM & 16GB ROM, 7 inch HD Display Android 9.0, 4000Amh Panda Toddler Tablet, Parental Controls, Educational Games, Great Gift for Kids",$69.98,3.8 out of 5 stars,52,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0892790O2LO4S7JRDXB&url=%2FDisplay-Android-Parental-Controls-Educational%2Fdp%2FB08LB2N3LC%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-66-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_atf_next
Samsung 4GB DDR4 3200MHz PC4-25600 1.2V 1R x 16 SODIMM Laptop RAM Memory Module M471A5244CB0,$19.99,5.0 out of 5 stars,4,https://www.amazon.com/Samsung-3200MHz-PC4-25600-SODIMM-M471A5244CB0/dp/B091DT3RQ6/ref=sr_1_67?dchild=1&keywords=RAM&qid=1625129184&sr=8-67
Patriot 16GB(2x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory with Black Mamba Heatsink - PV316G186C0K,$65.99,4.7 out of 5 stars,"4,454",https://www.amazon.com/Patriot-1866MHz-Desktop-Memory-Heatsink/dp/B00453R90W/ref=sr_1_68?dchild=1&keywords=RAM&qid=1625129184&sr=8-68
v-Color Prism RGB 8GB (1 x 8GB) DDR4 3200MHz (PC4-25600) CL16 1.35V Desktop Memory Module Ram Upgrade Gaming UDIMM -Grey (TL48G32S8RRGB16),$49.88,4.7 out of 5 stars,591,https://www.amazon.com/V-Color-3200MHz-PC4-25600-Desktop-TL48G32S8RRGB16/dp/B07YP57DV9/ref=sr_1_69?dchild=1&keywords=RAM&qid=1625129184&sr=8-69
G.Skill 32GB DDR4 Trident Z Royal Silver 3200Mhz PC4-25600 CL16 1.35V Dual Channel Kit (2x16GB),$209.99,4.8 out of 5 stars,509,https://www.amazon.com/G-Skill-Trident-3200Mhz-PC4-25600-Channel/dp/B07N7SBSF4/ref=sr_1_70?dchild=1&keywords=RAM&qid=1625129184&sr=8-70
Crucial RAM 32GB Kit (2x16GB) DDR4 3200 MHz CL22 Laptop Memory CT2K16G4SFRA32A,$162.22,4.8 out of 5 stars,"49,024",https://www.amazon.com/Crucial-2x16GB-Laptop-Memory-CT2K16G4SFRA32A/dp/B08C4X9VR5/ref=sr_1_71?dchild=1&keywords=RAM&qid=1625129184&sr=8-71
HyperX Fury RGB 32GB (2 x 16GB) 3600MHz DDR4 CL18 DIMM (Kit of 2) 1Rx8 HX436C18FB4AK2/32,$232.72,4.9 out of 5 stars,27,https://www.amazon.com/HyperX-Fury-3600MHz-HX436C18FB4AK2-32/dp/B08N5JD3NT/ref=sr_1_72?dchild=1&keywords=RAM&qid=1625129184&sr=8-72
LEVEN SINBA 16GB (16GBx1) DDR4 3200MHz PC4-25600 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3200172408R-16M),$74.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0113191E9CR2LHZTU6A&url=%2FLEVEN-3200MHz-PC4-25600-Overclocking-JROC4U3200172408R-16M%2Fdp%2FB08M5MRS2S%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-75-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_mtf
LEVEN DDR4 16GB (16GB×1) 2400MHz PC4-19200 CL17 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade- Lares(JR4UL2400172408-16M),$72.99,4.4 out of 5 stars,464,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A011387114H3QN54JXE3W&url=%2FLEVEN-PC4-19200-Unbuffered-Computer-JR4UL2400172408-16M%2Fdp%2FB08G547GK8%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-76-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_mtf
CORSAIR VENGEANCE RGB PRO Light Enhancement Kit (Memory Not Included) – Black,$39.99,4.8 out of 5 stars,"2,482",https://www.amazon.com/CORSAIR-VENGEANCE-Enhancement-memory-included/dp/B07L2QSY96/ref=sr_1_77?dchild=1&keywords=RAM&qid=1625129184&sr=8-77
HyperX Predator DDR4 RGB 16GB Kit 3200MHz CL16 DIMM XMP RAM Memory / Infrared Sync Technology Black (HX432C16PB3AK2/16),$114.99,4.7 out of 5 stars,"1,511",https://www.amazon.com/HyperX-Predator-Technology-HX432C16PB3AK2-16/dp/B07GL6CLTT/ref=sr_1_79?dchild=1&keywords=RAM&qid=1625129184&sr=8-79
"Corsair Dominator Platinum RGB 32GB (4x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory - White,",$329.99,4.8 out of 5 stars,"1,726",https://www.amazon.com/Corsair-Dominator-Platinum-PC4-28800-Desktop/dp/B088MY8P5V/ref=sr_1_80?dchild=1&keywords=RAM&qid=1625129184&sr=8-80
Astra Gear RGB 16GB(8GBx2) 3200MHz(PC4-25600) with 2 Extra RGB Filler kit Gaming Desktop Module ram Upgrade U-dimm (AHL16E6SC8G8E8G32KE),$99.99,4.5 out of 5 stars,46,https://www.amazon.com/3200MHz-PC4-25600-Desktop-Upgrade-AHL16E6SC8G8E8G32KE/dp/B08M9TVR2H/ref=sr_1_81?dchild=1&keywords=RAM&qid=1625129184&sr=8-81
"GeIL Orion DDR4 RAM, 16GB (8GBx2) 3600MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$94.99,4.6 out of 5 stars,88,https://www.amazon.com/GeIL-Compatible-Immersive-Multimedia-Streaming/dp/B08FJ87B1Q/ref=sr_1_84?dchild=1&keywords=RAM&qid=1625129184&sr=8-84
v-Color 32GB(1x32GB) 3200MHz DDR4 SO-DIMM for Laptop Notebook Memory 1.2V CL22 260-Pin(TN432G32D822),$149.99,5.0 out of 5 stars,38,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A00446572896XZG4Q0G50&url=%2Fv-Color-3200MHz-SO-DIMM-Notebook-TN432G32D822%2Fdp%2FB08PYFPD1X%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-85-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_btf
Corsair Vengeance RGB Pro 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 Desktop Memory – White,$119.99,4.9 out of 5 stars,"26,860",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A05440371JTMJXN4OXAU4&url=%2FCorsair-Vengeance-PC4-28800-Desktop-Memory%2Fdp%2FB085SNZQTJ%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129184%26sr%3D8-86-spons%26psc%3D1&qualifier=1625129184&id=7918150567571226&widgetName=sp_btf
v-Color 32GB(2 x16GB) DDR4 2400MHz for iMac 2017 27-inch w/Retina 5K Display & 21.5-inch w/Retina 4K or Non-Retina Display DDR4 iMac SO-DIMM CL17 1.2V (TN416G24D817K-VC),$164.88,4.3 out of 5 stars,35,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09464673AL6HIG61DVFJ&url=%2FV-Color-21-5-inch-Non-Retina-PC4-19200-TN416G24D817K-VC%2Fdp%2FB07Q7NKKF7%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-81-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_atf_next
v-Color 16GB(2x8GB) DDR4 2400MHz for iMac 2017 27-inch w/Retina 5K Display & 21.5-inch w/Retina 4K or Non-Retina Display iMac SO-DIMM CL17 1.2V (TN48G24S817K-VC),$88.99,4.7 out of 5 stars,17,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09376271BOHZJOBCULI6&url=%2FV-Color-21-5-inch-Non-Retina-PC4-19200-TN48G24S817K-VC%2Fdp%2FB07Q7P1Y16%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-82-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_atf_next
A-Tech 8GB DDR3 1600MHz DIMM PC3-12800 UDIMM Non-ECC 2Rx8 Dual Rank 1.5V CL11 240-Pin Desktop Computer RAM Memory Upgrade Module,$32.99,4.7 out of 5 stars,989,https://www.amazon.com/PC3-12800-DESKTOP-240-pin-1600MHz-Genuine/dp/B00C53GEFU/ref=sr_1_83?dchild=1&keywords=RAM&qid=1625129189&sr=8-83
Be Here Now: Awakening In the Moment,$9.99,3.9 out of 5 stars,2011,https://www.amazon.com/Be-Here-Now-Awakening-Moment/dp/B00KC10STU/ref=sr_1_84?dchild=1&keywords=RAM&qid=1625129189&sr=8-84
Corsair Vengeance Performance Memory Kit 32GB DDR4 2666MHz CL18 Unbuffered SODIMM (2x16GB),$192.99,4.8 out of 5 stars,"10,721",https://www.amazon.com/CORSAIR-Vengeance-Performance-260-Pin-CMSX32GX4M2A2666C18/dp/B01BGZEVHU/ref=sr_1_85?dchild=1&keywords=RAM&qid=1625129189&sr=8-85
64GB Kit (8x8GB) Fully Buffered DDR2 Server Ram/Memory PC2-5300 667MHz DDR2 DIMM ECC (Fully Buffered) FBDIMM 240 Pin 1.8V,$105.00,4.6 out of 5 stars,15,https://www.amazon.com/Komputerbay-PC2-5300F-Buffered-FB-DIMM-Heatspreaders/dp/B01G6OZYUE/ref=sr_1_87?dchild=1&keywords=RAM&qid=1625129189&sr=8-87
Crucial RAM 16GB DDR4 2666 MHz CL19 Desktop Memory CT16G4DFRA266,$79.99,4.8 out of 5 stars,"15,367",https://www.amazon.com/Crucial-16GB-Desktop-Memory-CT16G4DFRA266/dp/B08C51FMP6/ref=sr_1_88?dchild=1&keywords=RAM&qid=1625129189&sr=8-88
NVTEK 16GB (2x8GB) DDR3-1600 PC3-12800 SODIMM Laptop RAM Memory Upgrade,$59.99,5.0 out of 5 stars,1,https://www.amazon.com/NVTEK-DDR3-1600-PC3-12800-SODIMM-Upgrade/dp/B08ZNMD42Y/ref=sr_1_89?dchild=1&keywords=RAM&qid=1625129189&sr=8-89
Corsair Vengeance 16GB (2x8GB) DDR3 1600 MHz (PC3 12800) Desktop Memory 1.5V,$86.99,4.8 out of 5 stars,"3,738",https://www.amazon.com/Corsair-CMZ16GX3M2A1600C10-Vengeance-Desktop-Memory/dp/B006EWUO22/ref=sr_1_90?dchild=1&keywords=RAM&qid=1625129189&sr=8-90
LEVEN DDR4 16GB KIT (8GB×2) 3200MHz PC4-25600 CL22 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Overclocking Memory Module Ram Upgrade- Lares(JR4UL3200172408-8Mx2),$72.99,4.4 out of 5 stars,464,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0113135283BQJQK3ESK1&url=%2FLEVEN-PC4-25600-Unbuffered-Overclocking-JR4UL3200172408-8Mx2%2Fdp%2FB08W1XD2NY%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-91-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_mtf
LEVEN SINBA 16GB KIT (8GBx2) DDR4 3200MHz PC4-25600 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3200172408R-8Mx2),$74.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01125433DYH2SXYJAD1B&url=%2FLEVEN-3200MHz-PC4-25600-Overclocking-JROC4U3200172408R-8Mx2%2Fdp%2FB08M5SS6Z9%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-92-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_mtf
"DDR3 Laptop Ram 8gb DDR3 Ram DDR3 Laptop Ram Cards DDR3 Desktop Ram Tester, Laptop DDR3 RAM to Desktop Adapter Card 204 Pin SODIMM to 240 Pin DIMM Memory RAM Converter Memory RAM Connector, for Laptop",$10.69,2.8 out of 5 stars,12,https://www.amazon.com/Yoidesu-Desktop-Adapter-Converter-Connector/dp/B07R6SKZZP/ref=sr_1_93?dchild=1&keywords=RAM&qid=1625129189&sr=8-93
Corsair Vengeance RGB Pro SL 32GB (4x8GB) DDR4 3200 (PC4-25600) C16 1.35V - White (CMH32GX4M4E3200C16W),$227.99,4.8 out of 5 stars,88,https://www.amazon.com/Corsair-Vengeance-4x8GB-PC4-25600-1-35V/dp/B08SQF871G/ref=sr_1_94?dchild=1&keywords=RAM&qid=1625129189&sr=8-94
Mushkin Redline Lumina – DDR4 RGB Gaming DRAM – 32GB (2x16GB) UDIMM Memory Kit – 4133MHz (PC4-33000) CL-19 – 288-pin 1.4V Desktop RAM – XMP Ready – LED Heatsink – (MLA4C413KOOP16GX2),$249.99,5.0 out of 5 stars,4,https://www.amazon.com/Mushkin-Redline-Lumina-PC4-33000-MLA4C413KOOP16GX2/dp/B08XYT2WCD/ref=sr_1_95?dchild=1&keywords=RAM&qid=1625129189&sr=8-95
TEAMGROUP Elite Plus DDR4 32GB Kit (2 x 16GB) 2666MHz PC4-21300 CL19 Unbuffered Non-ECC 1.2V U-DIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - Red & Black - TPRD432G2666HC19DC01,$149.99,4.7 out of 5 stars,197,https://www.amazon.com/TEAMGROUP-2666MHz-PC4-21300-Unbuffered-Computer/dp/B086X1VNZR/ref=sr_1_96?dchild=1&keywords=RAM&qid=1625129189&sr=8-96
Rams [DVD] [2016],$13.84,4.3 out of 5 stars,88,https://www.amazon.com/Rams-DVD/dp/B01BDQDP3S/ref=sr_1_98?dchild=1&keywords=RAM&qid=1625129189&sr=8-98
"Samsung 16GB DDR4 PC4-21300, 2666MHZ, 260 PIN SODIMM, 1.2V, CL 19 laptop ram memory module",$86.00,4.8 out of 5 stars,900,https://www.amazon.com/Samsung-PC4-21300-2666MHZ-SODIMM-laptop/dp/B07F6N8L3S/ref=sr_1_100?dchild=1&keywords=RAM&qid=1625129189&sr=8-100
"CHUWI GemiBook 13 inch Windows 10 Intel Celeron J4115 12GB RAM 256GB SSD Laptop,Quad Core,Thin and Lightweight Notebook with Backlit Keyboard Type-C 2.4G/5G WiFi,BT 5.1 up to 1TB SSD",$379.00,4.2 out of 5 stars,53,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A0552274102C0B4RK8GI0&url=%2FCHUWI-GemiBook-Lightweight-Notebook-Keyboard%2Fdp%2FB08HQY7N1B%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-101-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_btf
"GeIL Orion RGB DDR4 RAM, 16GB (8GBx2) 3200MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$109.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A0928553AKO777AANE1Q&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08T8ZG6Q8%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129189%26sr%3D8-102-spons%26psc%3D1&qualifier=1625129189&id=8794745793811908&widgetName=sp_btf
"v-Color 16GB(2x8GB) DDR4 2666MHz RAM for Laptop/Notebook, iMac 2020 & 2019 Apple27 w/Retina 5K Display iMac SO-DIMM Memory Module Ram Upgrade CL19 1.2V (TN48G26S819K-VC)",$89.99,4.6 out of 5 stars,39,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A09463111200RJIO3H3DS&url=%2FV-Color-Upgrade-27-inch-PC4-21300-TN48G26S819K-VC%2Fdp%2FB07Q7NT2DZ%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129192%26sr%3D8-97-spons%26psc%3D1&qualifier=1625129192&id=8776620638004131&widgetName=sp_atf_next
